County,State,Population_2018,Population_Density_Per_Square_Mile,Unemployment_rate_2018,Median_Household_Income_2018,Total_Male,Total_Female,Total_age0to17,Male_age0to17,Female_age0to17,Total_age18to64,Male_age18to64,Female_age18to64,Total_age65plus,Male_age65plus,Female_age65plus,Total_age85plusr,Male_age85plusr,Female_age85plusr,ICU_Beds,Aggregate_Transit_Score,cases,deaths
Clay,MO,246365,558.6,2.9,68943,120984,125381,59326,30335,28991,152268,75346,76922,34771,15303,19468,3924,1382,2542,172,1509291045,5260,70
Clinton,MO,20470,49.5,3.2,58641,10296,10174,4808,2493,2315,11959,6025,5934,3703,1778,1925,499,215,284,5,0,783,0
Cole,MO,76796,193,2.5,62817,38795,38001,17106,8671,8435,46956,24544,22412,12734,5580,7154,1608,500,1108,25,2838327824,3063,59
Cooper,MO,17603,31.2,3.1,52513,9196,8407,3762,1908,1854,10686,5883,4803,3155,1405,1750,459,156,303,0,0,413,0
Crawford,MO,23957,33.3,3.9,42774,11883,12074,5426,2712,2714,13820,6961,6859,4711,2210,2501,536,186,350,0,0,393,0
Dade,MO,7569,16.1,2.7,41381,3866,3703,1558,862,696,4221,2137,2084,1790,867,923,222,76,146,0,0,,
Dallas,MO,16762,31,3.9,38765,8364,8398,3959,2013,1946,9405,4745,4660,3398,1606,1792,408,149,259,0,0,113,0
Daviess,MO,8313,15,3,51255,4193,4120,2116,1094,1022,4498,2271,2227,1699,828,871,188,74,114,0,0,133,0
DeKalb,MO,12630,30.6,3.1,48920,7905,4725,2173,1136,1037,8355,5770,2585,2102,999,1103,331,109,222,0,0,207,0
Dent,MO,15441,20.8,3.3,39392,7691,7750,3461,1769,1692,8621,4368,4253,3359,1554,1805,424,161,263,0,0,17,0
Douglas,MO,13373,16.8,4.6,36762,6692,6681,2919,1496,1423,7200,3633,3567,3254,1563,1691,369,152,217,0,0,1,0
Dunklin,MO,29423,59.1,5.5,37331,14075,15348,7526,3846,3680,16389,7909,8480,5508,2320,3188,707,226,481,0,0,1288,92
Franklin,MO,103670,110,3.1,58738,51520,52150,23823,12243,11580,61849,31125,30724,17998,8152,9846,2010,708,1302,13,294983203,6472,552
Gasconade,MO,14705,29.4,2.9,52282,7340,7365,3029,1610,1419,8332,4229,4103,3344,1501,1843,493,160,333,0,428971427,120,0
Gentry,MO,6628,13.7,2.4,43731,3198,3430,1640,790,850,3671,1827,1844,1317,581,736,243,77,166,0,0,255,3
Greene,MO,291923,407.5,2.6,44799,141855,150068,60957,31278,29679,182881,90253,92628,48085,20324,27761,6791,2278,4513,163,3428007428,5924,500
Grundy,MO,9914,23.6,3.6,40315,4824,5090,2377,1212,1165,5397,2705,2692,2140,907,1233,345,104,241,0,0,19,0
Harrison,MO,8414,12.4,3.1,40639,4155,4259,2034,1057,977,4490,2258,2232,1890,840,1050,329,98,231,0,0,373,0
Henry,MO,21792,32,3.6,44978,10691,11101,4795,2425,2370,12259,6095,6164,4738,2171,2567,562,195,367,8,0,433,84
Hickory,MO,9509,24.1,4.1,35025,4700,4809,1633,829,804,4759,2318,2441,3117,1553,1564,301,131,170,0,0,,
Holt,MO,4404,10.6,2.4,47191,2154,2250,913,446,467,2385,1189,1196,1106,519,587,203,59,144,0,0,48,0
Howard,MO,10137,21.9,2.8,45767,5064,5073,2199,1143,1056,5985,3020,2965,1953,901,1052,265,100,165,0,0,122,0
Howell,MO,40076,43.6,3.6,36762,19500,20576,9540,4830,4710,22584,11099,11485,7952,3571,4381,1024,354,670,12,0,277,0
Iron,MO,10177,19.3,5.4,37755,5069,5108,2131,1113,1018,5869,2938,2931,2177,1018,1159,256,83,173,0,645155933,94,0
Jackson,MO,700307,1115.3,3.7,55864,338751,361556,164979,83800,81179,430673,210168,220505,104655,44783,59872,13786,4676,9110,274,3404677615,21014,762
Jasper,MO,120636,183.9,2.7,46596,58923,61713,30127,15331,14796,71646,35415,36231,18863,8177,10686,2416,795,1621,88,1018734328,1379,0
Jefferson,MO,224347,333.1,3.1,65150,111370,112977,51958,26602,25356,138753,69532,69221,33636,15236,18400,3033,1099,1934,67,902003628,14730,490
Johnson,MO,53652,63.4,3.7,52151,27578,26074,11436,5858,5578,35426,18493,16933,6790,3227,3563,849,351,498,0,723949146,3419,0
Knox,MO,3947,8.2,2.8,39309,1974,1973,917,491,426,2159,1094,1065,871,389,482,126,46,80,0,0,,
Laclede,MO,35713,46.5,3.7,44562,17552,18161,8827,4474,4353,20513,10206,10307,6373,2872,3501,695,270,425,4,0,66,0
Lafayette,MO,32598,53.1,3.2,53389,16169,16429,7471,3869,3602,18977,9490,9487,6150,2810,3340,910,313,597,2,0,2869,74
Lawrence,MO,38359,63.2,3,45074,19039,19320,9667,4952,4715,21674,10842,10832,7018,3245,3773,1001,421,580,0,0,175,0
Lewis,MO,9855,20.2,2.8,48179,4950,4905,2173,1140,1033,5860,2972,2888,1822,838,984,257,91,166,0,0,256,40
Lincoln,MO,57686,83.9,3.3,62238,28843,28843,14658,7554,7104,35288,17639,17649,7740,3650,4090,812,295,517,4,0,3103,54
Linn,MO,12037,20.7,4.7,44992,5868,6169,2834,1450,1384,6660,3312,3348,2543,1106,1437,371,112,259,0,0,281,49
Livingston,MO,15146,28.5,2.5,48749,6589,8557,3168,1607,1561,9063,3727,5336,2915,1255,1660,526,166,360,0,0,139,0
McDonald,MO,23078,42.8,3,40204,11647,11431,5951,3055,2896,13600,6914,6686,3527,1678,1849,312,116,196,0,0,430,0
Macon,MO,15153,19.4,2.9,45440,7505,7648,3470,1772,1698,8236,4180,4056,3447,1553,1894,498,163,335,0,112187374,136,0
Madison,MO,12188,24.7,3.6,40191,5961,6227,2820,1466,1354,7038,3450,3588,2330,1045,1285,289,119,170,0,0,106,0
Maries,MO,8769,17.4,3.3,46371,4401,4368,1780,898,882,5106,2601,2505,1883,902,981,229,104,125,0,0,122,0
Marion,MO,28592,65.9,3.1,49393,13924,14668,6649,3330,3319,16775,8321,8454,5168,2273,2895,767,264,503,8,0,196,0
Mercer,MO,3641,8.3,3.1,46014,1851,1790,867,461,406,1971,998,973,803,392,411,146,54,92,0,0,1,0
Miller,MO,25336,41.8,3.7,47225,12645,12691,5918,2990,2928,14540,7352,7188,4878,2303,2575,606,245,361,0,0,122,0
Mississippi,MO,13336,34.9,3.8,34735,7219,6117,2804,1437,1367,8160,4748,3412,2372,1034,1338,262,61,201,0,0,1573,0
Moniteau,MO,16121,37.6,3,57047,8567,7554,3933,1975,1958,9645,5413,4232,2543,1179,1364,333,114,219,0,0,1883,16
Monroe,MO,8664,13.6,3.6,46216,4388,4276,1895,994,901,4746,2436,2310,2023,958,1065,265,99,166,0,0,10,0
Montgomery,MO,11534,22.8,2.9,48951,5785,5749,2530,1329,1201,6562,3351,3211,2442,1105,1337,379,123,256,0,9302008,422,0
Morgan,MO,20358,34.4,4.3,45276,10198,10160,4657,2366,2291,10929,5504,5425,4772,2328,2444,502,202,300,0,0,282,0
New Madrid,MO,17296,28.1,4.8,38093,8307,8989,4008,2056,1952,9975,4815,5160,3313,1436,1877,395,127,268,0,0,635,14
Newton,MO,58266,93,3,49220,29061,29205,13796,7235,6561,33917,17042,16875,10553,4784,5769,1133,419,714,0,44315492,736,40
Nodaway,MO,22304,26.6,2.9,46698,11244,11060,3537,1842,1695,15363,7879,7484,3404,1523,1881,566,202,364,0,0,280,0
Oregon,MO,10541,13.8,3.5,32720,5180,5361,2378,1208,1170,5705,2840,2865,2458,1132,1326,273,90,183,0,0,85,0
Osage,MO,13714,23,2.4,58855,7066,6648,3171,1619,1552,8153,4319,3834,2390,1128,1262,301,102,199,0,0,277,0
Ozark,MO,9017,13.1,5.2,34367,4523,4494,1693,878,815,4724,2349,2375,2600,1296,1304,279,106,173,0,0,,
Pemiscot,MO,16272,37.1,5.5,31831,7688,8584,4183,2141,2042,9308,4360,4948,2781,1187,1594,378,93,285,7,0,2290,105
Perry,MO,19150,40,2.3,53871,9567,9583,4470,2349,2121,11208,5635,5573,3472,1583,1889,480,151,329,0,0,2543,0
Pettis,MO,42542,61.9,4.1,45254,21117,21425,10466,5526,4940,24953,12434,12519,7123,3157,3966,1065,369,696,9,585205004,2353,20
Phelps,MO,44732,67.2,3.1,43079,23354,21378,9324,4814,4510,28056,15209,12847,7352,3331,4021,959,370,589,18,0,116,0
Pike,MO,18504,27.6,3.6,43591,10265,8239,4072,2137,1935,11220,6636,4584,3212,1492,1720,396,140,256,0,0,590,20
Platte,MO,102985,212.6,2.6,82567,50760,52225,24501,12396,12105,63515,31528,31987,14969,6836,8133,1675,554,1121,0,953367247,2412,19
Polk,MO,32201,49,3.6,45336,15824,16377,7343,3772,3571,19050,9408,9642,5808,2644,3164,756,269,487,8,0,72,0
Pulaski,MO,52014,95.5,3.6,52532,29387,22627,11371,5944,5427,35969,21399,14570,4674,2044,2630,516,170,346,0,0,1773,61
Putnam,MO,4757,9.6,3.4,40866,2399,2358,1055,549,506,2535,1300,1235,1167,550,617,162,59,103,0,0,,
Ralls,MO,10212,21.6,2.8,57549,5129,5083,2153,1118,1035,5837,2938,2899,2222,1073,1149,205,70,135,0,0,96,0
Randolph,MO,24763,52.7,3.8,44975,12919,11844,5379,2817,2562,15227,8298,6929,4157,1804,2353,540,160,380,8,0,484,0
Ray,MO,22883,41.3,3.6,58693,11430,11453,5143,2670,2473,13496,6846,6650,4244,1914,2330,496,158,338,0,0,649,0
Reynolds,MO,6254,8.3,3.1,36592,3221,3033,1221,661,560,3584,1846,1738,1449,714,735,185,76,109,0,0,126,0
Ripley,MO,13401,22.4,5.2,32802,6656,6745,3075,1585,1490,7592,3787,3805,2734,1284,1450,315,131,184,0,0,291,0
St. Charles,MO,399182,643.2,2.5,82048,196224,202958,92666,47211,45455,245737,122237,123500,60779,26776,34003,7198,2576,4622,39,390093483,32752,2103
St. Clair,MO,9395,14.6,4.4,37013,4721,4674,1878,960,918,4979,2548,2431,2538,1213,1325,333,119,214,0,0,107,0
Ste. Genevieve,MO,17888,36.4,2.8,59043,9067,8821,3880,2011,1869,10523,5378,5145,3485,1678,1807,445,192,253,0,0,458,56
St. Francois,MO,66692,144.6,3.7,45584,35620,31072,14102,7116,6986,41625,23585,18040,10965,4919,6046,1245,406,839,10,0,1597,72
St. Louis,MO,996945,1967.2,3,66992,472887,524058,219527,111892,107635,597208,285404,311804,180210,75591,104619,26980,9004,17976,468,6079634989,186229,11716
Saline,MO,22895,30.9,3,43776,11420,11475,5120,2618,2502,13593,6959,6634,4182,1843,2339,596,175,421,7,0,9115,8
Schuyler,MO,4599,14.4,4.1,39463,2284,2315,1156,583,573,2533,1281,1252,910,420,490,129,47,82,0,0,20,0
Scotland,MO,4966,11.1,2.9,42053,2457,2509,1463,738,725,2604,1317,1287,899,402,497,132,38,94,0,0,205,0
Scott,MO,38458,93.3,3.4,44261,18682,19776,9253,4801,4452,22265,10853,11412,6940,3028,3912,805,276,529,12,0,3724,200
Shannon,MO,8189,8.4,5,32715,4097,4092,1759,912,847,4620,2349,2271,1810,836,974,179,50,129,0,0,8,0
Shelby,MO,6050,12.7,3,44564,3012,3038,1457,777,680,3306,1661,1645,1287,574,713,197,64,133,0,0,68,0
Stoddard,MO,29206,36.4,4.4,40808,14415,14791,6351,3317,3034,17008,8520,8488,5847,2578,3269,813,274,539,4,0,1871,48
Stone,MO,31749,69.4,4.7,46026,15553,16196,5207,2645,2562,16705,8171,8534,9837,4737,5100,802,332,470,0,0,196,0
Sullivan,MO,6221,10.4,3.1,41978,3195,3026,1396,760,636,3566,1863,1703,1259,572,687,146,41,105,0,0,771,0
Taney,MO,55852,81.7,5.2,40887,27022,28830,11774,6065,5709,31970,15446,16524,12108,5511,6597,1232,478,754,18,0,627,84
Texas,MO,25571,22.1,4.1,34824,13430,12141,5432,2791,2641,14748,8155,6593,5391,2484,2907,704,279,425,4,0,3,0
Vernon,MO,20528,25.6,3.1,42552,10037,10491,4841,2529,2312,11710,5685,6025,3977,1823,2154,581,232,349,6,0,254,0
Warren,MO,34711,75.9,2.8,62056,17325,17386,8254,4196,4058,20354,10242,10112,6103,2887,3216,646,254,392,0,1197928,1213,0
Washington,MO,24943,33.2,4.4,38591,12838,12105,5688,2841,2847,15094,8037,7057,4161,1960,2201,396,167,229,0,0,394,37
Wayne,MO,13122,17.8,4.8,33703,6454,6668,2698,1345,1353,7338,3638,3700,3086,1471,1615,303,132,171,0,0,,
Webster,MO,39109,61.1,3.1,51141,19965,19144,10663,5528,5135,22432,11608,10824,6014,2829,3185,617,232,385,0,0,723,0
Worth,MO,2040,8.1,2.8,43119,984,1056,415,197,218,1120,565,555,505,222,283,92,26,66,0,0,95,0
Wright,MO,18378,27.6,4.1,35293,9025,9353,4703,2379,2324,10045,5007,5038,3630,1639,1991,463,156,307,0,0,572,0
St. Louis city,MO,302838,5157.5,3.8,43263,146552,156286,57526,29254,28272,203822,99732,104090,41490,17566,23924,5446,1671,3775,207,,71298,3888
Beaverhead,MT,9404,1.7,3.1,47674,4834,4570,1637,844,793,5697,2926,2771,2070,1064,1006,237,103,134,0,0,58,0
Big Horn,MT,13338,2.6,9.6,40425,6641,6697,4479,2340,2139,7152,3494,3658,1707,807,900,145,64,81,0,0,290,0
Blaine,MT,6807,1.5,4.3,39237,3420,3387,2015,1034,981,3743,1925,1818,1049,461,588,144,50,94,0,0,,
Broadwater,MT,6085,4.7,4,52840,3115,2970,1211,610,601,3434,1757,1677,1440,748,692,128,53,75,0,0,266,0
Carbon,MT,10714,4.9,3.5,53661,5419,5295,1869,941,928,6083,3094,2989,2762,1384,1378,308,138,170,0,0,327,0
Carter,MT,1238,0.3,2.5,47985,615,623,252,131,121,667,332,335,319,152,167,52,15,37,0,0,,
Cascade,MT,81643,30.1,3.6,50054,41285,40358,18289,9540,8749,48194,24741,23453,15160,7004,8156,1998,777,1221,20,0,949,86
Chouteau,MT,5745,1.5,3,44645,2872,2873,1338,667,671,3236,1639,1597,1171,566,605,147,62,85,0,0,,
Custer,MT,11586,3.1,3.1,50525,5806,5780,2472,1308,1164,6801,3441,3360,2313,1057,1256,352,141,211,4,0,,
Daniels,MT,1747,1.2,2.2,44659,901,846,374,200,174,910,481,429,463,220,243,94,34,60,0,0,,
Dawson,MT,8680,3.8,2.7,56167,4472,4208,1884,969,915,5072,2682,2390,1724,821,903,280,101,179,3,0,,
Deer Lodge,MT,9131,12.6,3.6,45641,4878,4253,1311,688,623,5637,3106,2531,2183,1084,1099,217,83,134,0,,191,0
Fallon,MT,2920,1.8,1.9,62029,1479,1441,791,396,395,1635,854,781,494,229,265,73,19,54,0,0,,
Fergus,MT,11113,2.7,3.7,49147,5698,5415,2317,1236,1081,6072,3118,2954,2724,1344,1380,345,140,205,0,0,,
Flathead,MT,102106,17.9,4.8,54382,50896,51210,22475,11693,10782,59682,29508,30174,19949,9695,10254,1963,770,1193,22,142991509,2207,89
Gallatin,MT,111876,34.4,2.5,67569,58096,53780,22425,11353,11072,75305,39901,35404,14146,6842,7304,1477,567,910,8,173101183,9002,34
Garfield,MT,1268,0.3,2.7,44580,639,629,281,138,143,692,340,352,295,161,134,22,10,12,0,0,,
Glacier,MT,13747,4.5,7.8,37719,6658,7089,4289,2088,2201,7805,3821,3984,1653,749,904,205,81,124,0,494499482,287,0
Golden Valley,MT,826,0.8,4.6,38782,413,413,175,91,84,427,207,220,224,115,109,26,18,8,0,0,141,0
Granite,MT,3378,1.8,5.4,48410,1723,1655,517,247,270,1829,932,897,1032,544,488,103,48,55,0,0,,
Hill,MT,16347,5.6,3.6,50136,8216,8131,4519,2264,2255,9342,4763,4579,2486,1189,1297,312,109,203,6,65928638,68,0
Jefferson,MT,12097,6.9,3.8,68381,6111,5986,2466,1227,1239,7037,3528,3509,2594,1356,1238,162,70,92,0,0,156,0
Judith Basin,MT,1952,1.1,3.4,50197,1009,943,378,194,184,1045,540,505,529,275,254,58,29,29,0,0,,
Lake,MT,30250,19.3,4.3,44833,14927,15323,7062,3635,3427,16506,7995,8511,6682,3297,3385,716,307,409,0,0,313,0
Lewis and Clark,MT,68700,18.3,3.3,63860,33960,34740,14770,7560,7210,41027,20289,20738,12903,6111,6792,1464,487,977,8,0,1044,0
Liberty,MT,2430,1.6,2.5,42742,1172,1258,516,270,246,1414,671,743,500,231,269,107,44,63,0,0,62,0
Lincoln,MT,19794,5.4,7.4,40602,9985,9809,3609,1871,1738,10515,5201,5314,5670,2913,2757,494,220,274,0,882766081,443,66
McCone,MT,1675,0.7,1.8,43650,860,815,339,174,165,898,469,429,438,217,221,51,23,28,0,0,,
Madison,MT,8768,2.1,3.5,53031,4692,4076,1369,691,678,4925,2705,2220,2474,1296,1178,241,96,145,0,0,514,63
Meagher,MT,1866,0.8,3.9,44572,943,923,361,200,161,932,450,482,573,293,280,71,21,50,0,0,67,0
Mineral,MT,4316,3.5,7.2,43458,2200,2116,781,393,388,2288,1154,1134,1247,653,594,105,43,62,0,0,,
Missoula,MT,118791,42.1,3.3,56207,59514,59277,22315,11403,10912,77970,39256,38714,18506,8855,9651,1850,702,1148,32,4714239533,2248,58
Musselshell,MT,4651,2.4,4.3,43371,2342,2309,864,455,409,2552,1265,1287,1235,622,613,123,57,66,0,0,64,0
Park,MT,16736,5.6,3.8,61044,8436,8300,2945,1545,1400,9992,5023,4969,3799,1868,1931,403,179,224,4,284420066,462,0
Petroleum,MT,513,0.3,4.2,41009,279,234,92,57,35,293,152,141,128,70,58,16,10,6,0,0,,
Phillips,MT,4074,0.8,4.5,44730,2047,2027,968,505,463,2196,1106,1090,910,436,474,138,56,82,0,1697104112,,
Pondera,MT,5972,3.8,4.1,42890,2975,2997,1432,743,689,3321,1655,1666,1219,577,642,231,81,150,0,0,90,0
Powder River,MT,1716,0.5,2.9,47378,850,866,287,147,140,963,468,495,466,235,231,70,24,46,0,0,,
Powell,MT,6968,3,4.1,48966,4351,2617,1020,498,522,4512,3112,1400,1436,741,695,162,64,98,0,0,,
Prairie,MT,1087,0.7,3.7,42754,553,534,188,97,91,553,287,266,346,169,177,54,26,28,0,0,,
Ravalli,MT,43172,16.8,4.2,50055,21410,21762,8246,4241,4005,23788,11794,11994,11138,5375,5763,1027,417,610,5,0,381,0
Richland,MT,10913,4.7,3.1,67242,5694,5219,2757,1401,1356,6524,3484,3040,1632,809,823,189,77,112,0,0,159,0
Roosevelt,MT,11059,4.4,4.6,40179,5528,5531,3705,1913,1792,6088,3031,3057,1266,584,682,151,40,111,0,1228077195,357,0
Rosebud,MT,9063,1.8,5.3,57674,4564,4499,2624,1344,1280,5008,2525,2483,1431,695,736,139,59,80,1,0,,
Sanders,MT,11844,4.1,6.4,39861,6070,5774,2076,1098,978,6067,3038,3029,3701,1934,1767,323,142,181,0,0,,
Sheridan,MT,3424,2,2.4,51690,1735,1689,698,379,319,1952,982,970,774,374,400,121,50,71,0,0,,
Silver Bow,MT,34993,47.6,4,47302,17567,17426,7087,3626,3461,21239,10862,10377,6667,3079,3588,847,280,567,11,11,739,0
Stillwater,MT,9534,5.1,3.4,66226,4882,4652,2076,1111,965,5298,2688,2610,2160,1083,1077,176,63,113,0,0,53,0
Sweet Grass,MT,3710,2,3,52747,1895,1815,734,378,356,1990,1009,981,986,508,478,144,58,86,0,0,,
Teton,MT,6162,2.7,3.4,48368,3032,3130,1500,752,748,3264,1612,1652,1398,668,730,216,81,135,0,0,,
Toole,MT,4853,2.8,2.6,46326,2711,2142,1000,511,489,2957,1776,1181,896,424,472,155,56,99,0,159764555,1620,313
Treasure,MT,679,0.7,3,50774,340,339,142,67,75,343,179,164,194,94,100,23,11,12,0,0,,
Valley,MT,7437,1.5,3.1,48390,3727,3710,1703,871,832,3996,2042,1954,1738,814,924,281,105,176,0,1595312275,,
Wheatland,MT,2236,1.5,5,38449,1151,1085,554,296,258,1148,607,541,534,248,286,79,29,50,0,0,38,0
Wibaux,MT,1034,1.1,3.4,49532,535,499,221,119,102,562,300,262,251,116,135,33,13,20,0,0,,
Yellowstone,MT,160137,56.2,3.3,59975,78729,81408,37629,19101,18528,95391,47392,47999,27117,12236,14881,3647,1259,2388,41,3387943831,4718,83
Adams,NE,31511,55.7,2.9,55167,15706,15805,7460,3741,3719,18315,9403,8912,5736,2562,3174,860,311,549,10,696614468,9649,260
Antelope,NE,6336,7.8,2.4,55371,3184,3152,1511,787,724,3332,1709,1623,1493,688,805,227,77,150,0,0,229,0
Arthur,NE,465,0.6,5,46862,230,235,120,61,59,243,121,122,102,48,54,7,4,3,0,0,,
Banner,NE,730,0.9,3.4,53865,350,380,172,75,97,384,184,200,174,91,83,17,7,10,0,0,,
Blaine,NE,476,0.7,4.6,44467,240,236,91,51,40,264,128,136,121,61,60,14,8,6,0,0,,
Boone,NE,5239,8,2.2,51911,2623,2616,1216,609,607,2827,1483,1344,1196,531,665,237,70,167,0,0,82,0
Box Butte,NE,10772,10.5,2.8,57952,5356,5416,2704,1355,1349,6026,3053,2973,2042,948,1094,308,113,195,0,0,59,0
Boyd,NE,1955,3.9,3,42431,981,974,371,181,190,986,518,468,598,282,316,111,38,73,0,0,,
Brown,NE,2973,2.6,3.3,46191,1450,1523,633,321,312,1564,773,791,776,356,420,125,45,80,0,0,,
Buffalo,NE,49615,47.6,2.3,59193,24823,24792,11637,6089,5548,30781,15524,15257,7197,3210,3987,1046,338,708,34,0,5570,62
Burt,NE,6488,14,3.3,57548,3220,3268,1452,759,693,3470,1752,1718,1566,709,857,277,91,186,0,0,230,0
Butler,NE,8058,14.4,2.3,57208,4074,3984,1868,920,948,4503,2379,2124,1687,775,912,270,93,177,0,0,906,0
Cass,NE,26159,45.3,3,75177,13179,12980,6299,3315,2984,15283,7713,7570,4577,2151,2426,544,180,364,0,0,807,0
Cedar,NE,8446,12,2.3,64570,4275,4171,2150,1149,1001,4488,2287,2201,1808,839,969,341,119,222,0,0,193,0
Chase,NE,3977,4.4,2.2,54866,1970,2007,1018,523,495,2145,1083,1062,814,364,450,158,48,110,0,0,8,0
Cherry,NE,5761,1,2.1,49782,2921,2840,1354,710,644,3151,1624,1527,1256,587,669,200,74,126,0,0,58,0
Cheyenne,NE,9310,8.4,2.8,53132,4682,4628,2184,1114,1070,5318,2746,2572,1808,822,986,298,104,194,4,0,351,0
Clay,NE,6214,11.4,3.1,56259,3190,3024,1533,806,727,3419,1754,1665,1262,630,632,203,81,122,0,0,646,0
Colfax,NE,10881,25.5,2.3,55787,5796,5085,3230,1567,1663,6186,3534,2652,1465,695,770,232,72,160,0,0,14536,51
Cuming,NE,8940,16,2.5,59219,4479,4461,2211,1122,1089,4764,2456,2308,1965,901,1064,390,134,256,0,0,664,0
Custer,NE,10840,4.2,2.1,49995,5396,5444,2599,1313,1286,5810,2954,2856,2431,1129,1302,412,141,271,0,0,1463,162
Dakota,NE,20083,79.5,3.5,55522,10177,9906,5729,2971,2758,11619,5939,5680,2735,1267,1468,301,102,199,0,2718332987,48115,385
Dawes,NE,8716,6.6,2.7,47487,4348,4368,1531,779,752,5569,2822,2747,1616,747,869,275,96,179,0,0,25,0
Dawson,NE,23709,24,2.8,56818,12326,11383,6453,3367,3086,13309,7119,6190,3947,1840,2107,577,219,358,0,0,26869,160
Deuel,NE,1825,4.4,3,47097,905,920,396,198,198,1000,505,495,429,202,227,50,22,28,0,0,,
Dixon,NE,5709,12.6,3,54635,2908,2801,1459,771,688,3104,1598,1506,1146,539,607,139,34,105,0,0,725,0
Dodge,NE,36791,69.4,2.7,51682,18257,18534,8983,4561,4422,20731,10539,10192,7077,3157,3920,1239,457,782,0,0,8349,17
Douglas,NE,566880,1574.4,3.1,64580,279878,287002,145250,74253,70997,347878,173383,174495,73752,32242,41510,9141,3179,5962,187,4665337712,81783,1014
Dundy,NE,1770,2.2,2.2,48574,885,885,339,182,157,984,500,484,447,203,244,82,33,49,0,0,,
Fillmore,NE,5527,10.2,2.5,56697,2764,2763,1098,546,552,3179,1645,1534,1250,573,677,215,84,131,0,0,129,0
Franklin,NE,3023,5.6,3,48778,1488,1535,586,307,279,1584,788,796,853,393,460,126,46,80,0,0,229,0
Frontier,NE,2608,2.8,2.5,43650,1333,1275,494,275,219,1491,769,722,623,289,334,97,33,64,0,0,33,0
Furnas,NE,4715,6.9,2.6,49685,2348,2367,1030,527,503,2504,1304,1200,1181,517,664,170,51,119,0,0,199,0
Gage,NE,21493,26.2,3.2,49931,10735,10758,4839,2523,2316,12181,6185,5996,4473,2027,2446,776,298,478,3,0,1988,151
Garden,NE,1897,1.2,2.3,39192,992,905,372,220,152,995,526,469,530,246,284,73,31,42,0,0,,
Garfield,NE,1987,3.6,2.4,46245,992,995,365,181,184,1051,545,506,571,266,305,102,27,75,0,0,1,0
Gosper,NE,1996,4.5,2.5,59722,1023,973,447,247,200,1072,545,527,477,231,246,80,27,53,0,0,506,0
Grant,NE,660,0.8,2.6,56724,349,311,162,87,75,349,185,164,149,77,72,6,4,2,0,0,,
Greeley,NE,2356,4.5,2.6,45221,1160,1196,536,268,268,1216,598,618,604,294,310,116,37,79,0,0,77,0
Hall,NE,61607,107.3,3.2,53792,31080,30527,16920,8809,8111,35537,18128,17409,9150,4143,5007,1327,493,834,16,0,54816,1401
Hamilton,NE,9280,16.8,2.5,60608,4658,4622,2234,1181,1053,5199,2601,2598,1847,876,971,282,100,182,0,0,2292,366
Harlan,NE,3401,6.2,2.3,49321,1762,1639,721,399,322,1789,920,869,891,443,448,131,52,79,0,0,7,0
Hayes,NE,916,1.4,2.2,47047,474,442,206,103,103,458,242,216,252,129,123,47,23,24,0,0,,
Hitchcock,NE,2806,4.1,3.4,43880,1413,1393,640,333,307,1455,748,707,711,332,379,112,44,68,0,0,32,0
Holt,NE,10178,4.3,2.6,55965,5088,5090,2559,1308,1251,5422,2762,2660,2197,1018,1179,354,137,217,0,0,29,0
Hooker,NE,682,1,3.7,46220,329,353,151,77,74,323,159,164,208,93,115,51,19,32,0,0,,
Howard,NE,6468,11,3,52292,3281,3187,1571,844,727,3533,1794,1739,1364,643,721,225,85,140,0,0,1064,31
Jefferson,NE,7097,13.2,2.5,47075,3511,3586,1564,793,771,3835,1946,1889,1698,772,926,276,92,184,0,0,177,0
Johnson,NE,5134,13.9,3.6,52401,3019,2115,966,480,486,3205,2108,1097,963,431,532,186,56,130,0,0,228,0
Kearney,NE,6544,12.6,2.1,64456,3264,3280,1611,808,803,3652,1859,1793,1281,597,684,191,74,117,0,0,377,0
Keith,NE,8021,7.9,3,52086,4046,3975,1585,852,733,4294,2172,2122,2142,1022,1120,229,92,137,0,0,54,0
Keya Paha,NE,810,1.1,2.2,48429,393,417,158,72,86,401,208,193,251,113,138,40,13,27,0,0,,
Kimball,NE,3618,4,2.6,46986,1816,1802,781,402,379,1954,1021,933,883,393,490,137,51,86,0,0,572,0
Knox,NE,8419,7.9,3,47906,4167,4252,2039,1010,1029,4302,2234,2068,2078,923,1155,393,134,259,0,0,284,0
Lancaster,NE,317272,340.8,2.5,58618,159223,158049,72512,37123,35389,200621,102478,98143,44139,19622,24517,5518,1908,3610,108,3750445174,26745,178
